Page ID,Page name,Disclaimer,Amount spent (GBP)
903785233027332,LSESU Pakistan Development Society,Mohammad Hashir Khan,≤100
1586251881644270,Keir Starmer,The Labour Party,≤100
477858399640183,Music Declares Emergency,These ads ran without a disclaimer,≤100
105016885359360,Up to Us powered by Veolia,These ads ran without a disclaimer,≤100
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100
46852258376,Anti-Slavery International,Anti-Slavery International,≤100
107481695963015,Click & Grow,These ads ran without a disclaimer,≤100
1043977635709229,AllBright,These ads ran without a disclaimer,≤100
104524062180815,Sky News Manchester,These ads ran without a disclaimer,≤100
104702224494734,Barrie Grunewald rainhilll resident,Barrie Andrew Grunewald,≤100
1413942315515368,Bellabeat,These ads ran without a disclaimer,≤100
127275137437247,Orphic,These ads ran without a disclaimer,≤100
195412587157180,Total Telecom,These ads ran without a disclaimer,≤100
114302109964775,Make My Money Matter,These ads ran without a disclaimer,≤100
115328583854,Interflora,These ads ran without a disclaimer,≤100
625120354961959,Solar Daddy Group,These ads ran without a disclaimer,≤100
329165163839551,Innovista,These ads ran without a disclaimer,≤100
795157290559282,A Compassionate Voice,A Compassionate Voice 'ACV Foundation',≤100
1126399114211131,Councillor Gavin Malone,Gavin Patrick Malone,≤100
755345234659641,Songkok Udeng santri,These ads ran without a disclaimer,≤100
103741505307638,Voda,Voda,≤100
140556749292891,National Library of Israel,These ads ran without a disclaimer,≤100
105146431480796,LingoAce Global,These ads ran without a disclaimer,≤100
100188225976430,Cruel substance,These ads ran without a disclaimer,≤100
61950489543,Labour North West,The Labour Party,≤100
146853612068126,All-Energy,These ads ran without a disclaimer,≤100
101665425002676,Zero Hour,Zero Hour,≤100
110268269011217,Navitas Solar Installations,Navitas Solar Installations Ltd,≤100
1852355425034162,London Landmarks Half Marathon,These ads ran without a disclaimer,≤100
1934566156780439,Ben Houchen - Tees Valley Mayor,Ben Houchen,≤100
104654207814267,Pam Cameron MLA,Jordan Quinn Greer,≤100
154264581323254,Radnorshire Wildlife Trust,Radnorshire Wildlife Trust,≤100
231339737037998,Let's Talk Mommy,These ads ran without a disclaimer,≤100
109810444266746,The Premier Pioneer Group,The Premier Pioneer Group,≤100
43934405787,IPPF,These ads ran without a disclaimer,≤100
100141185969300,Ukrainian Lives Matter,These ads ran without a disclaimer,≤100
122748352454533,Superhero Dad,These ads ran without a disclaimer,≤100
113780501969691,Bambino Mio,These ads ran without a disclaimer,≤100
113310890446405,Living360,Living 360,≤100
320207347994434,Scotland Malawi Partnership,The Scotland Malawi Partnership,≤100
289690716457,Christian Concern,Christian Concern,≤100
109632291673260,Ukrainian Legion,These ads ran without a disclaimer,≤100
185130644919625,Meta for Business,These ads ran without a disclaimer,≤100
101028724712241,Ducky Zebra,These ads ran without a disclaimer,≤100
66078591168,Graham & Brown,These ads ran without a disclaimer,≤100
601698439965631,NTIA,Night Time Industries Association,≤100
100341195925376,Coventry Confidential,Coventry Confidential,≤100
104728160991093,Sarah Owen MP,Sarah Owen MP,≤100
102944968728695,B BOO LIFE,These ads ran without a disclaimer,≤100
113572993797530,The News Elephant,Positive Media Group Limited,≤100
100508905886807,Theramex Global,These ads ran without a disclaimer,≤100
1608245282744484,Yorkshire and the Humber Labour Party,the Labour Party,≤100
300572229968896,Edinburgh Labour,Rose Isabelle Benny,≤100
407402162736656,Labour East,The Labour Party,≤100
271154343382,HeraldScotland,The Herald,≤100
104027884893376,Essential Blends,These ads ran without a disclaimer,≤100
116788428355432,Nesta,These ads ran without a disclaimer,≤100
154711098463523,Sunil Sharma,Sunil Sharma,≤100
301598170422999,Arise,Arise,≤100
344629179474463,Crimestoppers Northern Ireland,These ads ran without a disclaimer,≤100
1763815090542264,GameByte,British Red Cross,≤100
105570105295820,Nudj,These ads ran without a disclaimer,≤100
126769490673641,24-7 Prayer,24-7 Prayer,≤100
113224905365986,Pluto Press,Pluto Press,≤100
1483848548517428,The UK Union Voice,The UK Union Voice,≤100
300174722367,Regit,These ads ran without a disclaimer,≤100
472597803209949,The Rooftop,The Rooftop,≤100
103447855026661,E-Runner,These ads ran without a disclaimer,≤100
104438111374603,Mijenta Tequila,These ads ran without a disclaimer,≤100
111724438067408,Impress - The Independent Monitor for the Press,IMPRESS,≤100
474613052643462,London Labour Party,The Labour Party,≤100
929845997176475,REHAU UK,These ads ran without a disclaimer,≤100
109088285010415,Stefan Voloseniuc,Jinesh Pravinchandra Shah,≤100
280798438717656,Solent Plastics - Plastic Boxes and Storage Containers,Solent Plastics,≤100
11949538375,chinadialogue,chinadialogue,≤100
105742174562114,NTCartist,These ads ran without a disclaimer,≤100
523852671440088,Scribe,Starboard Systems Ltd t/a Scribe,≤100
107715257293611,Certified Sustainable,Certified Sustainable,≤100
111480008136699,StandWithUkraine,These ads ran without a disclaimer,≤100
169161123102605,Milton Keynes Liberal Democrats,Milton Keynes Liberal Democrats,≤100
105882495355826,Renewable Incentive Schemes,These ads ran without a disclaimer,≤100
276541225773408,Men's Advisory Project,These ads ran without a disclaimer,≤100
109921824939975,World Park,These ads ran without a disclaimer,≤100
108960784927792,Val Shawcross,The Labour Party,≤100
182902275201810,Imran Khan Cancer Appeal,These ads ran without a disclaimer,≤100
685018844928882,Labour North,The Labour Party,≤100
216600665159,Brighton Women's Centre,Brighton Women's Centre,≤100
631382900396461,Big Ideas,Big Ideas,≤100
309859477095,Citizens UK,Citizens UK,≤100
110057938332516,Linda Battison Independent Oban North and Lorn Ward 5,Linda Jayne Battison,≤100
103502272283740,Create For Ukraine,Sean Timothy Bennett,≤100
381763475170840,Expo 2020 Dubai,These ads ran without a disclaimer,≤100
2032749120284118,ASC - Aquaculture Stewardship Council,These ads ran without a disclaimer,≤100
1413607795425151,Davidv95,These ads ran without a disclaimer,≤100
342002108699,Ipswich Labour,Ipswich Labour Party,≤100
95597922197,Batiste,These ads ran without a disclaimer,≤100
342358893600269,Curation,Curation,≤100
0,Instagram User 5635398597,These ads ran without a disclaimer,≤100
141543002709690,Grant Shapps,Grant Shapps,≤100
208371683037269,CNBC Catalyst,CNBC Catalyst,≤100
103302574793090,Seep,These ads ran without a disclaimer,≤100
447120645334541,Tradewind Recruitment,These ads ran without a disclaimer,≤100
6162236025,Sheffield Hallam University,These ads ran without a disclaimer,≤100
1518802811730189,Cold Years,Daniel Mark Smith,≤100
104783564567494,The Disability Union,The Disability Union,≤100
128684630889305,TaxiPoint - UK Taxi News,TaxiPoint,≤100
1711829165754094,Encapsulate Group,These ads ran without a disclaimer,≤100
107518215178139,bleedonit,Bleed On It,≤100
258701364302411,R&C Left Unity,Rosemary Bavage,≤100
1392092044365417,London Borough of Waltham Forest,London Borough of Waltham Forest,≤100
126052760507,Mama Cash,These ads ran without a disclaimer,≤100
757440877654306,History Hit,These ads ran without a disclaimer,≤100
30100671591,Buyagift,Buyagift,≤100
292742850897220,Shahrar Ali Green Party,Dr Mohammad Shahrar All,≤100
192435257454944,Blythswood Care,These ads ran without a disclaimer,≤100
2152911878328719,Mitsubishi Electric Heating UK,These ads ran without a disclaimer,≤100
114170236668053,UK Rejoin The EU,Peter Lee Cork,≤100
108748268199390,Northern Ireland Pathology Information Management System,These ads ran without a disclaimer,≤100
242363598572,Gloucestershire County Council,Gloucestershire County Council,≤100
101239434962211,Class 13,Class 13,≤100
1139985452739656,Stem & Glory,These ads ran without a disclaimer,≤100
1991625787771213,Mama Bamboo,These ads ran without a disclaimer,≤100
625464517632792,Andy Street,the Conservatives,≤100
103953245540676,Mobile Education Partnerships Projects,Mobile Education Partnerships,≤100
294958672345,UNISON Scotland,Greig Kelbie,≤100
193817540653433,NatWest Group Jobs,These ads ran without a disclaimer,≤100
0,Instagram User 2927861140,These ads ran without a disclaimer,≤100
156540974449468,SCI Where Science Meets Business,Society of Chemical Industry,≤100
103925861072732,Medical Update Online,These ads ran without a disclaimer,≤100
109813364035137,Save Our Rights UK,Save Our Rights UK,≤100
246056456014127,Blakademik,These ads ran without a disclaimer,≤100
114570545240850,Who Gives A Crap,These ads ran without a disclaimer,≤100
198660683485662,Key,These ads ran without a disclaimer,≤100
719853864726295,Mindvalley,These ads ran without a disclaimer,≤100
104961007999653,Birth of the Orange State,These ads ran without a disclaimer,≤100
141381932556445,Thomas Pocklington Trust,Thomas Pocklington Trust,≤100
293864561226540,Paul Bristow MP,Paul Bristow,≤100
488449081195591,Palestine in the UK,the Palestinian Mission to the United Kingdom,≤100
260320550676308,"Tom Hunt - Eating for Pleasure, People & Planet",These ads ran without a disclaimer,≤100
113415471340273,World,These ads ran without a disclaimer,≤100
110342931608260,Faster Help,These ads ran without a disclaimer,≤100
120179808000347,DL Accounts Ltd,Justin James Clarke,≤100
110781044015554,PLAIN TRUTH NOW,Plain Truth Now,≤100
138912573683,European Union in the UK,These ads ran without a disclaimer,≤100
1569997929925471,"OLIO - Share More, Waste Less",These ads ran without a disclaimer,≤100
140326055998896,Royal Osteoporosis Society,Royal Osteoporosis Society,≤100
373188279420807,Justice For Nature,Justice For Nature,≤100
227817900673886,Jake Berry MP,Jake Berry MP,≤100
112056297917048,Josephine Oboh-Macleod UK Politics,Mabel Akomu Oboh Akpaso,≤100
127210747293075,Sports Direct,These ads ran without a disclaimer,≤100
290658214934530,Nature Friendly Farming Network,These ads ran without a disclaimer,≤100
1807878362871697,The Open University: STEM,The Open University,≤100
105058034872689,This is Unfolded,These ads ran without a disclaimer,≤100
510409426105849,Sorin Dumitru Dobrila,Sorin Dumitru Dobrila,≤100
594872077194741,Pet Theft Awareness,Pet Theft Awareness,≤100
342479172537927,The Tree Council,The Tree Council,≤100
175990036453966,Compassion in Politics,Compassion in Politics,≤100
40952091012,Asthma + Lung UK,These ads ran without a disclaimer,≤100
1416123685153178,ThriveDX SaaS,These ads ran without a disclaimer,≤100
1966304943658597,Vilma Jackson - Artist,Vilma Chaida R Jackson,≤100
1044234978973335,Factor 8,Factor 8,≤100
105011708789735,Richard Kennett for Emsworth,Richard Johnc Kennett,≤100
6233536938,War Child UK,These ads ran without a disclaimer,≤100
1073659982749377,VistaCreate,These ads ran without a disclaimer,≤100
417686648438016,CRAIC NI,These ads ran without a disclaimer,≤100
103820122344840,Kultur ist Frieden,These ads ran without a disclaimer,≤100
91996682614,Pipers Farm,These ads ran without a disclaimer,≤100
107238498556917,PSYCH Global,These ads ran without a disclaimer,≤100
162678203751209,Gilead Sciences,These ads ran without a disclaimer,≤100
100163218410243,Amna Amazing Life,Amna Abdallah,≤100
670688686620124,Mercy Bakery,These ads ran without a disclaimer,≤100
189246254856926,Derryvale Inn,These ads ran without a disclaimer,≤100
110521734651057,Melitees Store,These ads ran without a disclaimer,≤100
1565399650433139,Ageism Is Never In Style by The Bias Cut,These ads ran without a disclaimer,≤100
382903925130034,Charity Digital,These ads ran without a disclaimer,≤100
673238736142723,Labour South West,Labour South West,≤100
344414872859730,Quotes by Christie,These ads ran without a disclaimer,≤100
1436588603227138,Carrie Harper,Carrie Anne Harper,≤100
794490553914304,Dr. Nina Ansary,These ads ran without a disclaimer,≤100
416060089125002,One Life One Tree,One Life One Tree Ltd,≤100
113297242047184,The International Association of Wellness Professionals IAWP,These ads ran without a disclaimer,≤100
65069115489,SMART Technologies,These ads ran without a disclaimer,≤100
355073161177198,Tell Mama UK,Tell Mama UK,≤100
154935524642756,NatWest,These ads ran without a disclaimer,≤100
1611237812488742,Grace & Green,These ads ran without a disclaimer,≤100
2378768448836033,Guylian.UK,These ads ran without a disclaimer,≤100
269359226822271,The Vavengers,The Vavengers,≤100
113085213446447,Cambridge SU,Cambridge SU,≤100
1747549288888068,Living Humanism,Philip Bernard Nathan,≤100
18135444535,Trocaire,These ads ran without a disclaimer,≤100
110168791268947,Platinum Jubilee Pageant,These ads ran without a disclaimer,≤100
309859477095,Citizens UK,These ads ran without a disclaimer,≤100
466793356986497,Researcher,These ads ran without a disclaimer,≤100
7950759473,Cancer Research UK,These ads ran without a disclaimer,≤100
153660100664,British Council,These ads ran without a disclaimer,≤100
353883835297870,Engage Britain,These ads ran without a disclaimer,≤100
424332447908306,Peaty's,These ads ran without a disclaimer,≤100
148276958538181,The Royal Society,The Royal Society,≤100
7383655823,The Stage,The Stage Media Company Limited,≤100
178280625594903,Generation Rent UK,Generation Rent,≤100
362373150638811,DimensionGate,These ads ran without a disclaimer,≤100
136628555447,Andersen People,These ads ran without a disclaimer,≤100
211920065542061,Bacardi HQ,These ads ran without a disclaimer,≤100
103110162325050,ALT-2,These ads ran without a disclaimer,≤100
112636930595579,Jigsawcharity,Jigsaw Charity UK,≤100
947538371983032,Turn The Page,Simon Allaby,≤100
248185778559177,Search Consultancy,These ads ran without a disclaimer,≤100
189502464518355,Hammersmith & Fulham Labour,Hammersmith & Fulham Labour,≤100
101103175209935,Cactus News,These ads ran without a disclaimer,≤100
1706141156302691,Fyffes UK,These ads ran without a disclaimer,≤100
104726177582281,Devon Wick,These ads ran without a disclaimer,≤100
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100
298509560234948,Bethany Christian Trust,Bethany Christian Trust,≤100
160136337364839,Progressive Britain,Progressive Britain,≤100
101064776613325,Charles Tyrwhitt,These ads ran without a disclaimer,≤100
188918654329,Children in Crossfire,These ads ran without a disclaimer,≤100
171479576201188,Compass,Compass,≤100
103050749028802,Israel4Ukraine,These ads ran without a disclaimer,≤100
215026305363053,Russian Mums in UK,These ads ran without a disclaimer,≤100
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,≤100
107147818578629,Ukraine. No war,These ads ran without a disclaimer,≤100
112956344517396,Krontr,These ads ran without a disclaimer,≤100
100752272438864,Fuel Petition UK,B.V.S Limited,≤100
1884100795206861,"My Death, My Decision","My Death, My Decision",≤100
108924968456569,Barry for Llanharry,Rhondda Cynon Taf Labour,≤100
102126499140668,"ACCA, stop Racial Discrimination: ACCA register the Black Boy",These ads ran without a disclaimer,≤100
1752188174817834,Unison Greater Manchester Mental Health,Benjamin Andrew Jackson,≤100
108806430789547,Lower Carbon,Lowercarbon,≤100
106356784418536,The Reverend Vet,Sonder Digital,≤100
213441154663,National Portrait Gallery,National Portrait Gallery,≤100
101017841413625,Taking The Initiative,Taking the Initiative Party,≤100
101611912471881,shopolakai,These ads ran without a disclaimer,≤100
105234254646385,Image N Pay,These ads ran without a disclaimer,≤100
55275672093,Natracare,Natracare,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
589774411381118,The Principles of War,These ads ran without a disclaimer,≤100
112441964562737,Democracy 3.0,Democracy 3.0,≤100
313284356719,Depositphotos,These ads ran without a disclaimer,≤100
166857596717601,Greater Manchester Police,Greater Manchester Police,≤100
831443820211334,Cheshire East Conservatives,Janet Christine Clowes,≤100
19110072263,FOUR PAWS,These ads ran without a disclaimer,≤100
107120534749570,Novuna Vehicle Solutions,These ads ran without a disclaimer,≤100
1795876867305362,Group for Action on Leeds Bradford Airport - GALBA,Nicholas Mark Hodgkinson,≤100
1814207775556201,Popular Everything,These ads ran without a disclaimer,≤100
162470820490545,James Mylne Art,James Mylne Art,≤100
690237427809232,Renfrewshire Labour,Renfrewshire Labour. Promoted by Margaret McCormick on behalf of Renfrewshire Labour,≤100
104195835049281,Inteb,Inteb,≤100
127503852028,Operation Christmas Child UK,These ads ran without a disclaimer,≤100
151196904914893,Victor Pinchuk Foundation,These ads ran without a disclaimer,≤100
311654993038848,forwomen.scot,For Women Scotland,≤100
91996682614,Pipers Farm,Pipers Farm,≤100
145061058840366,Precious Life,These ads ran without a disclaimer,≤100
100561108094636,Business and Industry,Mediaplanet UK,≤100
217960134933743,Olayinka Saji,These ads ran without a disclaimer,≤100
100589709272222,HKman -Love to Sew,These ads ran without a disclaimer,≤100
109484971733531,Cllr Kate Wilkinson,Katie Louise Wilkinson,≤100
321249061618806,Cllr Louise Gittins - Leader of Cheshire West,Cheshire West Labour,≤100
103804555563918,Cllr Tommy Macpherson - a strong new voice for Campbeltown & South Kintyre,Thomas Macpherson,≤100
176747379051498,CEO Club Ukraine,These ads ran without a disclaimer,≤100
1682367945366856,POWER Film,Bank Job Film,≤100
254715671275058,Irise,These ads ran without a disclaimer,≤100
106296918665283,Lady and the Uke,These ads ran without a disclaimer,≤100
111156253875009,Milked,These ads ran without a disclaimer,≤100
108219374255508,Jiya Jewellery,These ads ran without a disclaimer,≤100
166798256672310,Oxford & District Labour Party,The Labour Party. Promoted by Mary Clarkson on behalf of Oxford & District Labour Party,≤100
1136255323135256,Institute for Contemporary Theatre,These ads ran without a disclaimer,≤100
265012273603383,Humanitas Charity,These ads ran without a disclaimer,≤100
198771137239913,Institute for Fiscal Studies,Institute for Fiscal Studies,≤100
349871775054110,Natural Wisdom Organics,These ads ran without a disclaimer,≤100
109675210820281,Det Blaa Kartel,These ads ran without a disclaimer,≤100
111010654507869,Verdino Foods UK,Verdino,≤100
368484376614516,Lottoland UK,These ads ran without a disclaimer,≤100
104452385073827,Rother Valley Labour Party,Jamie Turner,≤100
104676048292407,Lucky's Sneaker Shop - Test,These ads ran without a disclaimer,≤100
30394579038,Moy Park Chicken,These ads ran without a disclaimer,≤100
107275935214499,Luke Higgins,These ads ran without a disclaimer,≤100
107563660809465,Recusant Nine,Raja Miah,≤100
103240845537105,Councillor Sarah Judge,Manchester Labour,≤100
565747120116085,Educated Choices Program,These ads ran without a disclaimer,≤100
103122012343874,UK Agri-Tech Centres,These ads ran without a disclaimer,≤100
100219068498989,Saatchi Yates,These ads ran without a disclaimer,≤100
114393930400949,Dance For Plants Liverpool,Dr Samuel Martin Forryan,≤100
358396214571055,Margarita Alex,These ads ran without a disclaimer,≤100
516826032074825,Lovethis.news,These ads ran without a disclaimer,≤100
110918541097086,Stonehouse,These ads ran without a disclaimer,≤100
191964330840883,The Fine Bedding Company,These ads ran without a disclaimer,≤100
403158806405174,PureVPN,These ads ran without a disclaimer,≤100
109197161402300,Pure Climate Stocks,These ads ran without a disclaimer,≤100
1809959715954022,Cambridge Middle East and North Africa Forum - MENAF,Cambridge Middle East and North Africa Forum,≤100
100331275937341,Silly Goose Designs,These ads ran without a disclaimer,≤100
103198775674945,Martin Willcocks “Calais Woods Guy”,willcocks roofing ltd,≤100
227585877630882,Corona Energy,These ads ran without a disclaimer,≤100
241328659301444,Unison the union - fighting for Scottish Council Workers,Johanna Baxter,≤100
141545638091669,Ecomodo,These ads ran without a disclaimer,≤100
107133185270880,Alyssa's Recommendations,These ads ran without a disclaimer,≤100
105059658368915,Life With Dignity Campaign,These ads ran without a disclaimer,≤100
105534168444891,FEWE,These ads ran without a disclaimer,≤100
1462603770681943,Ugears,These ads ran without a disclaimer,≤100
232598183520325,Community First Yorkshire,Community First Yorkshire,≤100
299389931883,Groundwork,These ads ran without a disclaimer,≤100
881505495224902,Hummingbird Project- Refugee Aid and Solidarity,Damien Robert,≤100
106643457546351,Simon Sapper Makes You Think,Simon Sapper Makes You Think,≤100
187605907982716,Watershed,These ads ran without a disclaimer,≤100
171429910030,CLOUD NINE,These ads ran without a disclaimer,≤100
107679157467405,Cllr Glenn Jordan & Dan Collins working hard for Plympton Chaddlewood,Glenn Robert Jordan,≤100
123570770989444,"""100% Cork""",These ads ran without a disclaimer,≤100
2155136124614558,LifeWise,These ads ran without a disclaimer,≤100
358706239805,Scope,Scope,≤100
371871016176203,Belfast Photo Festival,These ads ran without a disclaimer,≤100
579711169033602,Massimo Ungaro,Massimo Ungaro,≤100
101998302282885,The Ethical Investment Partnership,These ads ran without a disclaimer,≤100
109623047294451,Briiv,These ads ran without a disclaimer,≤100
100445518354593,The Happy House Store,These ads ran without a disclaimer,≤100
246735139352058,Maykel Piron,These ads ran without a disclaimer,≤100
113277290454039,Common Seas,These ads ran without a disclaimer,≤100
102108662337605,Heroes Behind Headlines Podcast,These ads ran without a disclaimer,≤100
303571630153739,Legacy of War Foundation,These ads ran without a disclaimer,≤100
103386365644098,Humanitarian Center Mizhhirya,These ads ran without a disclaimer,≤100
114534984581635,P-Pal,These ads ran without a disclaimer,≤100
111248092309531,Routledge Built Environment,These ads ran without a disclaimer,≤100
135178641726894,Real Ice,Real Ice Development Company LTD,≤100
1566731836876278,Cabot Institute for the Environment,These ads ran without a disclaimer,≤100
108634009484427,The Bias Cut,These ads ran without a disclaimer,≤100
960011534163364,Matthew Crampton,Richard Matthew Crampton,≤100
449401648831473,REFEO UK,Refugee Education for Equal Employment Opportunities,≤100
514931025362556,Harrow Labour,Harrow Labour,≤100
224978654255733,Oceanology International,These ads ran without a disclaimer,≤100
212592245599281,Twenty First Century Herbs,These ads ran without a disclaimer,≤100
101255022534037,Help Ukraine now,These ads ran without a disclaimer,≤100
243282025735694,Tunbridge Wells Liberal Democrats,Tunbridge Wells Liberal Democrats,≤100
100814911479122,INSIGHT UK,INSIGHT UK,≤100
278231612256777,Ryte,These ads ran without a disclaimer,≤100
664726666907121,Plaid Cymru Islwyn,Plaid Islwyn Campaign,≤100
101506458691362,UCD School of Geography,These ads ran without a disclaimer,≤100
112050328841157,Shipping Containers Direct,These ads ran without a disclaimer,≤100
104302845382867,TIDL,These ads ran without a disclaimer,≤100
117732720068318,The Pack.,These ads ran without a disclaimer,≤100
764531490245013,Cauldron Foods,These ads ran without a disclaimer,≤100
100177155707169,A Revolutionary Act,Christopher James Boyle,≤100
130237442276746,Estherian Clinic,These ads ran without a disclaimer,≤100
144198155654046,Construction Europe,These ads ran without a disclaimer,≤100
128288833866793,Alfanar,These ads ran without a disclaimer,≤100
0,Instagram User 8002346686,These ads ran without a disclaimer,≤100
157512217647875,Now Then Manchester,Opus Independents Ltd,≤100
216565690377158,Matthew Bailey - County Councillor For The Clydach Ward,Matthew Bailey,≤100
1630353057058981,Councillor Leanne Jones - Resolven and Tonna.,Leanne Claire Jones,≤100
112359624543063,The Post Traveling,These ads ran without a disclaimer,≤100
106778261625983,Northumbria Spring,These ads ran without a disclaimer,≤100
1282309818455255,Purpose Guides Institute,These ads ran without a disclaimer,≤100
1635736753328236,Fortrade Online Trading,These ads ran without a disclaimer,≤100
100683335965492,Ukralove,These ads ran without a disclaimer,≤100
548730405138143,Beatfreeks,Beatfreeks Research Ltd.,≤100
240864038889,Tania - Larger Family Life,These ads ran without a disclaimer,≤100
108040818545754,Keep Channel 4 Public,Simon James Jones,≤100
1003402666343078,My Romania Community,My Romania Community,≤100
234971859850232,Harrison Spinks,These ads ran without a disclaimer,≤100
113564698664776,Maternity Action,Maternity Action,≤100
121066197998654,The Big Give,These ads ran without a disclaimer,≤100
1061622517196515,Live Frankly: Eat Better/Dress Better/Live Better,Live Frankly Ltd,≤100
2054508318105644,Greater Change,These ads ran without a disclaimer,≤100
101882979063495,Nature does not tolerate emptiness.,These ads ran without a disclaimer,≤100
143666524748,The Telegraph,These ads ran without a disclaimer,≤100
341355762593993,BP or not BP?,BP or not BP?,≤100
594603584276143,Councillor Cat Eccles - Wollaston and Stourbridge Town,Stourbridge Labour Party,≤100
369289807466053,Save Honey Hill,Save Honey Hill,≤100
241887442525415,Act4Africa,These ads ran without a disclaimer,≤100
107563301856097,uk.srchflights.com,These ads ran without a disclaimer,≤100
103739237662280,Little Echo Shop,These ads ran without a disclaimer,≤100
103588511531240,RESET Media,RESET,≤100
470736210584,Cambridge Judge Business School,These ads ran without a disclaimer,≤100
103476492345887,Коротко о главном,These ads ran without a disclaimer,≤100
226830347447361,NordVPN,These ads ran without a disclaimer,≤100
541961349240616,Jack Dart,Inspire EU,≤100
275443756320182,Martin Murphy and Monkseaton South News,Tynemouth Constituency Labour Party,≤100
111501187418962,Alliance Against Greyhound Racing,Trudy Baker,≤100
110389174926607,TSA - Projects,These ads ran without a disclaimer,≤100
101124769237463,Kostiantyn Tkachuk,These ads ran without a disclaimer,≤100
831277923610836,"Аміна - борошно, якому довіряють.",These ads ran without a disclaimer,≤100
112861827143283,Facing History and Ourselves UK,These ads ran without a disclaimer,≤100
137491719653536,Governors for Schools,Governors for Schools,≤100
739722549392872,Lisa's Law Solicitors,Chuanli Ding,≤100
212386195459767,British Psychological Society,These ads ran without a disclaimer,≤100
351965284858201,Magen David Adom UK,These ads ran without a disclaimer,≤100
102686421238918,Prevented Ocean Plastic,These ads ran without a disclaimer,≤100
102374351272332,Back Market,These ads ran without a disclaimer,≤100
1649061188672447,Cantine,These ads ran without a disclaimer,≤100
142432831702,Plymouth Labour,Plymouth Labour,≤100
108713100774211,Skeptics in the Pub - Online,Skeptics in the Pub Online,≤100
127816703917041,British Liver Trust,British Liver Trust,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
105851718464024,JACK RYAN Media,These ads ran without a disclaimer,≤100
109094508105139,The Applewotzit Family Law McKenzie Friend Specialist,These ads ran without a disclaimer,≤100
104722308452004,BYOMA,These ads ran without a disclaimer,≤100
1409604826014789,The Cube Disability,These ads ran without a disclaimer,≤100
157586857607286,Center for Economic and Social Rights,These ads ran without a disclaimer,≤100
101104688054021,andys_travels71,These ads ran without a disclaimer,≤100
119033551544277,Cllr Cahal Burke,Lindley Liberal Democrats,≤100
0,Instagram User 8478544515,These ads ran without a disclaimer,≤100
111050697489120,Mr Robinson One Voice For Keighley,Leo Alexander Robinson,≤100
106805084894703,TOPIA Magazine,These ads ran without a disclaimer,≤100
104635334900737,Seemels,These ads ran without a disclaimer,≤100
1669666049913754,Arundel Bypass,These ads ran without a disclaimer,≤100
105127861696481,Who Is My Councillor,Who is my Councillor,≤100
510321059044885,Patchwork Foundation,Patchwork Foundation,≤100
743321286418295,Jason Perry,Croydon Conservative Federation,≤100
303555696343182,Stand up for Labour,Stand up for Labour,≤100
105213446201178,International Justice Mission,These ads ran without a disclaimer,≤100
108713100774211,Skeptics in the Pub - Online,David Edmund Glass,≤100
104855571075077,Put That Light Out,Anthony Stephen Geliot,≤100
106079964406602,Prints With Personality,These ads ran without a disclaimer,≤100
1507244819490589,Star Pubs & Bars,These ads ran without a disclaimer,≤100
10349463618,Don't Panic,Don't Panic,≤100
568538453178353,Solace Women's Aid,These ads ran without a disclaimer,≤100
114161232550405,Farnley and Wortley Labour Party,Miss Katie Rebekah Lowes,≤100
110835047900978,Wales Local News - Newsbreak,These ads ran without a disclaimer,≤100
219812944748467,PEN International,PEN International,≤100
105331598583653,Chamber,Chamber UK,≤100
326339951620767,alfielive,Alfie Charles Roberts,≤100
102825102291706,A Grandmother's Dream,A Grandmother's Dream,≤100
142975832515940,Herbert Smith Freehills Graduates UK,These ads ran without a disclaimer,≤100
140006211570448,Reewild,Reewild,≤100
112743253435393,Nurses United UK,Anthony Stephen Johnson,≤100
109673921498980,My Clean Energy,These ads ran without a disclaimer,≤100
100574382093839,South Hams Climate Action Network,South Hams Climate Action Network,≤100
169752493036356,Forestry England,Forestry England,≤100
109541228353676,Women’s March,Kellie Laraine Alison Griffin,≤100
451734408238676,Dudley Labour Party,West Midlands Labour Party,≤100
0,Instagram User 5507646922,These ads ran without a disclaimer,≤100
141323599261898,Which?,These ads ran without a disclaimer,≤100
114077253300294,Smart Motorways Kill,Smart Motorways Kill,≤100
364072147021017,Tesla Token,These ads ran without a disclaimer,≤100
225626422729789,Elsie Trainor SDLP,Elsie Mc Loughlin,≤100
100615564841361,Fussy,These ads ran without a disclaimer,≤100
110825427340096,LeBlanq,These ads ran without a disclaimer,≤100
216550520609,CLAE,These ads ran without a disclaimer,≤100
103539845593589,News of Politics,News of Politics,≤100
1760421280675031,Tynemouth Constituency Labour,Tynemouth Constituency Labour Party,≤100
109551488345838,michaela4vplt,Michaela Madziova,≤100
108893977511539,Grow up SB,These ads ran without a disclaimer,≤100
167898406587045,Holiday Extras,These ads ran without a disclaimer,≤100
834282110058979,"The Bridge - Health, Fitness & Wellbeing",These ads ran without a disclaimer,≤100
101785401698735,Coastal Reserve Wines,These ads ran without a disclaimer,≤100
